gamma_initial,mass,velocity_initial,lift_multiplier,drag_multiplier,density_multiplier,success,failure,max_total_heat_flux,max_rad_heat_flux,max_conv_heat_flux,max_g_load,apoapsis_altitude,periapsis_altitude,delta_v,velocity_exit
-10.920053332124645,10017.19432376186,15783.31653072122,1.1339148851790641,1.009734280017822,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7230>,True,SUCCESS,519.1810516531709,350.4791066513334,169.8389460258872,12.175369028796423,499999.96200557315,59768.48511290238,135.03251047589083,3524.1428999606223
-11.05127109885774,10015.184657960319,15967.627106006932,1.023651774438029,0.8580374955172161,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF71C0>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.04817466774595,10054.277852897058,15778.45428155134,0.8549236742186866,1.061199161038389,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF73F0>,False,STEP1_NO_BANK,,,,,,,,
-10.771624756001518,10008.542558843763,15666.364827116231,0.9671990066320544,1.1300287758116274,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF72A0>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.046289853878609,9937.873214113213,16199.35277796467,0.8654236178822922,0.8871152202754446,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7540>,False,STEP1_NO_BANK,,,,,,,,
-11.194830435889319,10023.608512333922,16450.640455158777,1.0408795351269688,0.8821435613897843,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7690>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-11.096119364311967,10013.982554881855,15923.826577574202,0.7704854360037291,0.9452809288934425,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF77E0>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.44163061671069,10002.190279039467,16197.393783596017,1.0074927562003781,0.869919302858037,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7700>,False,STEP1_NO_BANK,,,,,,,,
-9.869264235965298,9923.907119811207,15693.44350250022,0.911452481101149,0.9600119178302388,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7850>,False,STEP1_NO_BANK,,,,,,,,
-10.374926138871674,9991.983367885785,15781.467900262289,1.0643542162617967,1.0663173555016774,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF79A0>,False,STEP1_NO_BANK,,,,,,,,
-10.598023573761745,10007.819712339899,16228.749492689138,0.8607756346225726,0.9199160114391713,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7A10>,False,STEP3_NO_VALID_BANK,,,,,,,,
-10.53674260579446,9975.628648015518,16274.241450724883,1.0420758564039618,1.0013944658524438,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7C40>,False,STEP1_NO_BANK,,,,,,,,
-10.766554970050402,9971.197288852649,16015.075241264962,0.8407373769195691,0.8856296200729021,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7CB0>,False,STEP1_NO_BANK,,,,,,,,
-11.413481258051672,10031.475482119144,15772.306327647057,1.0599628220088464,0.9218452402897396,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7D20>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.56604478437513,10006.301674188322,15881.711382978574,0.924755178593367,1.0050944790267975,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7EE0>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.919558090987476,9983.05586191297,16147.866850565233,1.1191279693474452,1.072638130517679,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7E00>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.383832657051931,10048.392763545657,16013.568738294907,0.7493234640204001,0.9367849669927681,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AAF7F50>,False,STEP1_NO_BANK,,,,,,,,
-9.850892683107272,10028.164375554534,16076.490496669754,0.9517834019098843,1.1597561037435598,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC040C0>,False,STEP1_NO_BANK,,,,,,,,
-10.44177595613232,10036.90010761411,16152.163961015516,0.9871601999165406,1.0463140714482588,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04210>,False,STEP1_NO_BANK,,,,,,,,
-11.143020725124066,10034.620780446712,16066.892239614563,0.981755417350356,0.9031964231991301,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04280>,False,STEP3_TOO_MANY_ITERATIONS,,,,,,,,
-11.027348022565365,10049.343548427558,16051.801475362907,1.109366025901282,1.0906464580937227,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC043D0>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.967442162094086,10022.575020386792,15735.08783972976,1.028949959016598,0.9762343762764949,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04590>,True,SUCCESS,,,,10.237256989016421,500000.1888102717,59824.114667890906,126.27888143919927,3531.7951946041553
-10.570621830145905,9995.036907673055,16098.483418902166,1.1312812843177724,1.035552501696142,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04360>,True,SUCCESS,476.44820275268285,315.0482194780235,163.14384126513835,11.726916942004959,452061.0204425177,59862.1627069409,145.77487303116732,3494.053516134512
-10.33566527392084,9996.981535871428,16220.510689019851,1.0166212966792625,0.8506067155793152,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC044B0>,False,STEP1_NO_BANK,,,,,,,,
-10.634797641403882,9961.542674423308,16000.737252941391,0.9729580175123512,1.0660012270778476,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC047C0>,False,STEP3_NO_VALID_BANK,,,,,,,,
-10.497390636829534,10062.098284921605,16237.317296008036,0.8498336014567437,1.183842706827782,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04830>,False,STEP1_NO_BANK,,,,,,,,
-11.144508677599635,9956.430583627365,16303.195180134035,1.027494187413826,1.0314226989612907,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04750>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.416483243074808,10041.248227980008,15843.013945794077,1.0639341450628137,1.0948335725158,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC049F0>,False,STEP1_NO_BANK,,,,,,,,
-10.227445556036614,10020.459903565908,15802.384429257332,1.0438242817886336,0.9590925338577272,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04A60>,False,STEP1_NO_BANK,,,,,,,,
-11.28219004637908,9996.366435149148,15890.951946966365,1.0348968413530133,1.0906159760358103,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04BB0>,True,SUCCESS,559.9164275929631,379.9325638613301,179.98386373163302,12.879240474930212,500000.0941973897,59983.88083785803,131.96898459924387,3526.709389326376
-10.70463386755176,9993.257615264158,16082.500213286621,1.0464669677134555,1.0563690141819893,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04D70>,True,SUCCESS,427.3933310774097,273.4850796720931,155.20588449801681,9.880596596785516,499999.86495563353,59569.03674798954,130.54746691797664,3528.5605597347026
-11.84955848793165,9970.067440153432,16246.266092828437,1.0659754654709461,0.9485612486838,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04C20>,False,STEP1_NO_BANK,,,,,,,,
-10.907066831746866,9938.20551799057,15931.07500437257,0.8372125753729112,0.9107377529101027,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04E50>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.325518473399164,9984.656032650548,15985.538218802876,0.8686664655581982,1.0086517282970795,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04F30>,False,STEP1_NO_BANK,,,,,,,,
-11.328101975940033,9967.188919063528,16080.794434024001,1.161154102432521,0.9315415113995248,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC04DE0>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.779125874330795,9994.06175535669,15928.398842401288,1.0543025514355266,0.9899976379263066,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC051D0>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.525599832999776,10003.516656507269,15614.336243969105,0.9417821938114991,1.173364804703608,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05010>,False,STEP1_NO_BANK,,,,,,,,
-10.635947327600034,10011.940496122996,15957.510115500087,1.050482048545683,0.979625133483312,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC052B0>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.950688945143535,10058.719307540483,15923.171173089633,0.9008094010356932,1.1979606714967745,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05390>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-11.090797123629859,9985.044404215045,16170.483173151646,1.1321674478799872,1.0507160556425201,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC054E0>,True,SUCCESS,503.9217239676468,333.2019167364676,171.47537720304024,11.546863849797042,499999.86611289316,59561.391137599356,144.396346418112,3515.3750413861903
-10.762589472308347,9989.550882140886,15739.089638674008,0.8475264352356183,1.1834487648625025,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05470>,False,STEP2_EXITED_ATMOSPHERE,,,,,,,,
-10.622159918291523,9950.996121224052,15897.575068281778,1.0344825616748536,0.9276986346980233,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC056A0>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.18765089586518,10026.037187477845,16038.823912292106,1.0005222162261547,1.2007245375038484,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC055C0>,False,STEP1_NO_BANK,,,,,,,,
-10.714548710075146,10018.483542708804,16211.141382905815,0.8744732911299076,0.893464926775265,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05860>,False,APOAPSIS_OUT_OF_RANGE,,,,,,,,
-10.612802983960583,9999.979777638182,15966.583952558964,0.9358618089337537,0.8610821537742553,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC059B0>,False,STEP1_NO_BANK,,,,,,,,
-10.45821043537231,10020.800329494296,16077.624584483485,0.9696705165381788,0.9043458011851644,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05780>,False,STEP1_NO_BANK,,,,,,,,
-9.922500590717421,9989.919825174138,15978.971181506411,1.0406129685684833,1.034121735113501,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05A90>,False,STEP1_NO_BANK,,,,,,,,
-10.495197738156273,9963.15707198245,16094.09774859157,1.1040997110462294,1.0976595210057813,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05B00>,False,STEP1_NO_BANK,,,,,,,,
-10.443814309202162,9943.103985049229,16220.410278078423,0.9824892122338755,0.8404989996226412,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC05BE0>,False,STEP1_NO_BANK,,,,,,,,
