lift to drag ratio,gamma,apoapsis,delta_v,exit_velocity,g_load_max,heat_flux_max,convective_heat_max,radiative_heat_max
1.6,-11.4,500000.00862837397,127.929646497862,3530.2915736768878,13.368483217004956,496.3831314633959,170.2851217671119,326.098009696284
1.7000000000000002,-11.4,500000.03718870436,128.28556277115922,3529.9722134146323,14.006149033345025,498.49358860041434,170.5948114977553,327.89877710265904
1.8,-11.4,499999.873753252,128.86101148142006,3529.618545150989,14.602835494191776,497.8024572890066,170.50049126506377,327.335635530497
1.9000000000000001,-11.4,500000.3454245687,127.25332709417717,3531.466043393565,15.245796415519367,498.36906526130247,170.69066591611664,327.8110079035455
2.0,-11.4,499999.64904431783,127.73974071972543,3530.8748895749486,15.873232442228463,498.2271017553028,170.90802395526765,327.69572512915477
1.6,-11.5,500000.2933758628,127.45178419652711,3531.2843406689453,13.370669179923649,500.58189605822605,172.07369579171694,328.5082002665091
1.8,-11.5,500000.04614693066,128.96007099818735,3529.4200435920216,14.55992912435487,499.128814039276,171.82024282671026,327.3085712125657
1.8,-11.6,500000.0701291762,128.31834332894869,3530.621633854628,14.74275454318969,505.39894575044593,172.3898187362242,333.00912701422175
1.9000000000000001,-11.6,499999.99370915897,126.93471549148853,3531.405653885507,15.394218229317437,506.02477262355563,172.48547154193813,333.5393010816175
2.0,-11.6,499999.8583005266,127.7499222821707,3530.7215137493044,16.09289565524134,507.7584962224479,172.76101399377555,334.99748222867237
2.0,-11.8,499999.80636548053,127.7878442941601,3530.6805216381335,16.16823323911605,513.5030472231706,174.46675227498707,339.0362949481835
