velocity,gamma,success,apoapsis,delta_v,exit_velocity,max_g_load,max_total_heat_flux,max_rad_heat_flux,max_conv_heat_flux
14631.578947368422,-10.76923076923077,True,499999.80631424143,128.05722484345688,3530.6578325663563,7.45435979048204,308.09262317914033,184.27016587855607,123.8768706034982
14631.578947368422,-10.717948717948719,True,499999.77871053433,127.8647964521042,3530.3210797794527,7.370370341914652,299.5216237785821,177.75500036828254,122.02202316633618
14631.578947368422,-10.666666666666666,True,499999.86647713656,128.10122696129156,3530.5613746390436,7.311353841467873,294.09549645269647,173.39069012363652,120.70480632905995
14631.578947368422,-10.615384615384615,True,500000.1613147995,127.22478695033169,3531.433591384565,7.184849175607789,287.3974492782954,168.34954726488732,119.07915593624428
14631.578947368422,-10.564102564102564,True,499999.9439199486,127.49640981449238,3531.0709233084813,6.9434488948808095,276.2984734175368,159.89594159119483,116.64832394928877
14631.578947368422,-10.512820512820513,True,500000.0004363907,126.89587125140224,3531.3800595452444,6.52324932916975,261.60580643979176,148.44925423148376,113.20699596922515
14631.578947368422,-10.461538461538462,False,,,,,,,
14631.578947368422,-10.41025641025641,False,,,,,,,
14631.578947368422,-10.35897435897436,False,,,,,,,
14631.578947368422,-10.307692307692308,False,,,,,,,
14631.578947368422,-10.256410256410255,False,,,,,,,
14631.578947368422,-10.205128205128204,False,,,,,,,
14631.578947368422,-10.153846153846153,False,,,,,,,
14631.578947368422,-10.102564102564102,False,,,,,,,
14631.578947368422,-10.051282051282051,False,,,,,,,
14631.578947368422,-10.0,False,,,,,,,
14736.842105263158,-12.0,False,,,,,,,
14736.842105263158,-11.948717948717949,False,,,,,,,
14736.842105263158,-11.897435897435898,False,,,,,,,
14736.842105263158,-11.846153846153847,False,,,,,,,
14736.842105263158,-11.794871794871796,False,,,,,,,
14736.842105263158,-11.743589743589745,False,,,,,,,
14736.842105263158,-11.692307692307692,False,,,,,,,
14736.842105263158,-11.64102564102564,False,,,,,,,
14736.842105263158,-11.58974358974359,False,,,,,,,
14736.842105263158,-11.538461538461538,False,,,,,,,
14736.842105263158,-11.487179487179487,False,,,,,,,
14736.842105263158,-11.435897435897436,False,,,,,,,
14736.842105263158,-11.384615384615385,False,,,,,,,
14736.842105263158,-11.333333333333334,False,,,,,,,
14736.842105263158,-11.282051282051283,False,,,,,,,
14736.842105263158,-11.23076923076923,False,,,,,,,
14736.842105263158,-11.179487179487179,False,,,,,,,
14736.842105263158,-11.128205128205128,False,,,,,,,
14736.842105263158,-11.076923076923077,False,,,,,,,
14736.842105263158,-11.025641025641026,False,,,,,,,
14736.842105263158,-10.974358974358974,True,499999.79409532243,128.05946355557626,3530.645277006318,7.769721223842546,334.7322568193563,204.28438314177103,130.44787367758525
14736.842105263158,-10.923076923076923,False,,,,,,,
14736.842105263158,-10.871794871794872,True,499999.84467912395,128.25094175184313,3530.4077962417946,7.6599558429334085,326.3259369744656,197.74927906959266,128.57665790487295
14736.842105263158,-10.820512820512821,True,499999.86001666944,128.0940130450481,3530.5700100145787,7.61774307879099,323.3133623059928,195.6168309879623,127.69653131803054
14736.842105263158,-10.76923076923077,True,500000.0283123926,127.43103574201359,3531.0784085877663,7.598570737235779,316.78638243249117,190.75513858245026,126.22347212117857
14736.842105263158,-10.717948717948719,True,500000.0501985626,127.00461115014332,3531.1391539799065,7.475728499580276,308.59406299576636,184.4783358092678,124.45901567449698
14736.842105263158,-10.666666666666666,True,500000.0078617431,127.48619341948552,3531.0041066396566,7.416517170688781,304.5477578374647,181.2323481128429,123.31540972462179
14736.842105263158,-10.615384615384615,True,499999.776827666,127.87035615599825,3530.319907643797,7.245396755094349,294.7509794189686,173.75751159728526,121.05035630374047
14736.842105263158,-10.564102564102564,True,499999.8935499888,127.94025948057197,3530.901546589644,7.048984592264965,285.4289150889929,166.67924864541823,119.01815774243917
14736.842105263158,-10.512820512820513,True,500000.10982681,128.05420171172682,3530.6708164259194,6.618469997553002,270.56912814568466,155.01514173661786,115.66631155272508
14736.842105263158,-10.461538461538462,False,,,,,,,
14736.842105263158,-10.41025641025641,False,,,,,,,
14736.842105263158,-10.35897435897436,False,,,,,,,
14736.842105263158,-10.307692307692308,False,,,,,,,
14736.842105263158,-10.256410256410255,False,,,,,,,
14736.842105263158,-10.205128205128204,False,,,,,,,
14736.842105263158,-10.153846153846153,False,,,,,,,
14736.842105263158,-10.102564102564102,False,,,,,,,
14736.842105263158,-10.051282051282051,False,,,,,,,
14736.842105263158,-10.0,False,,,,,,,
14842.105263157895,-12.0,False,,,,,,,
14842.105263157895,-11.948717948717949,False,,,,,,,
14842.105263157895,-11.897435897435898,False,,,,,,,
14842.105263157895,-11.846153846153847,False,,,,,,,
14842.105263157895,-11.794871794871796,False,,,,,,,
14842.105263157895,-11.743589743589745,False,,,,,,,
14842.105263157895,-11.692307692307692,False,,,,,,,
14842.105263157895,-11.64102564102564,False,,,,,,,
14842.105263157895,-11.58974358974359,False,,,,,,,
14842.105263157895,-11.538461538461538,False,,,,,,,
14842.105263157895,-11.487179487179487,False,,,,,,,
14842.105263157895,-11.435897435897436,False,,,,,,,
14842.105263157895,-11.384615384615385,False,,,,,,,
14842.105263157895,-11.333333333333334,False,,,,,,,
14842.105263157895,-11.282051282051283,False,,,,,,,
14842.105263157895,-11.23076923076923,False,,,,,,,
14842.105263157895,-11.179487179487179,False,,,,,,,
14842.105263157895,-11.128205128205128,False,,,,,,,
14842.105263157895,-11.076923076923077,False,,,,,,,
14842.105263157895,-11.025641025641026,True,499999.86695634667,127.14896574730074,3531.600519288144,7.895926306216923,349.27395079890283,215.66726902957151,133.60668176933132
14842.105263157895,-10.974358974358974,False,,,,,,,
14842.105263157895,-10.923076923076923,True,500000.0369323124,126.95488165029383,3531.2516085558577,7.850958875564704,343.62235725581763,211.31874571815595,132.34246150534096
14842.105263157895,-10.871794871794872,True,499999.8528724461,127.30826029677155,3531.2848901456314,7.758354877703885,338.0114913128551,206.74711346262038,131.26437785023475
14842.105263157895,-10.820512820512821,True,500000.1050540618,127.99726177249931,3530.785896935592,7.713440801000089,333.44180629200565,203.33288014820226,130.1089261438034
14842.105263157895,-10.76923076923077,True,499999.9682282997,126.86379138465782,3531.466977809955,7.68457428683283,325.0776457047043,196.89622565824513,128.4398030081593
14842.105263157895,-10.717948717948719,True,500000.1395094328,128.0389203226282,3530.6947470354803,7.578750969924621,319.8102793050832,192.63166844459602,127.17861086048717
14842.105263157895,-10.666666666666666,True,499999.93807836506,126.81875807935558,3531.5827901941357,7.535414187478069,315.22900730203924,189.24577261921414,126.0468913575273
14842.105263157895,-10.615384615384615,True,499999.9906346803,127.9753213277063,3530.835361062589,7.273233798498413,302.4019286193708,179.38324988877076,123.25003860878122
14842.105263157895,-10.564102564102564,True,500000.08332087786,128.0182890912215,3530.748897090043,7.048028055553668,291.12158258929543,170.7626989730955,120.71268485708309
14842.105263157895,-10.512820512820513,True,499999.99717109674,127.70230604982498,3530.6418467696767,6.606123455802134,276.4783706345214,159.2037297361465,117.490473892038
14842.105263157895,-10.461538461538462,False,,,,,,,
14842.105263157895,-10.41025641025641,False,,,,,,,
14842.105263157895,-10.35897435897436,False,,,,,,,
14842.105263157895,-10.307692307692308,False,,,,,,,
14842.105263157895,-10.256410256410255,False,,,,,,,
14842.105263157895,-10.205128205128204,False,,,,,,,
14842.105263157895,-10.153846153846153,False,,,,,,,
14842.105263157895,-10.102564102564102,False,,,,,,,
14842.105263157895,-10.051282051282051,False,,,,,,,
14842.105263157895,-10.0,False,,,,,,,
14947.368421052632,-12.0,False,,,,,,,
14947.368421052632,-11.948717948717949,False,,,,,,,
14947.368421052632,-11.897435897435898,False,,,,,,,
