gamma_initial,mass,velocity_initial,lift_multiplier,drag_multiplier,density_multiplier,success,failure,max_total_heat_flux,max_rad_heat_flux,max_conv_heat_flux,max_g_load,apoapsis_altitude,periapsis_altitude,delta_v,velocity_exit
-11.012476057831051,10025.765919186953,16332.996788915114,1.033734232346901,1.0838314382300984,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC73D90>,True,SUCCESS,,,,10.094289376378628,499999.9863112009,59911.173688316056,123.93115328415979,3534.4149123354923
-10.84362495349364,9996.440771739924,15479.915489235613,0.9482835982504487,1.1165634815806769,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC73EE0>,True,SUCCESS,347.5254803633077,211.7913561598239,135.779389034256,8.382240432938278,499999.96740319586,59749.60275950634,129.49060754247967,3529.007699199448
-10.703654889458672,10004.199474912195,16328.399801814277,1.013090105636188,0.9802215499613616,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34280>,True,SUCCESS,461.3968926565176,298.3453581720036,164.36727130338159,9.376982919984604,499999.54643384746,59581.1060494447,129.26658291490003,3529.448754635497
-10.47044856832214,10037.23146132441,15888.185651872076,1.0195473370355392,0.8134317431683304,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34360>,True,SUCCESS,438.1728795417871,283.47592239433465,155.93075816112994,7.898270357966247,489824.0989160545,60021.00364062999,136.5272465102953,3518.8578770024596
-10.599686378054873,10039.894578262756,15451.109431761337,0.9942515803825225,0.9070443989658034,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC341A0>,True,SUCCESS,,,,8.674878415679922,491119.4447088644,59786.59305969531,134.379724385798,3521.215823199539
-10.54440084374442,9992.805374866955,15958.52008801566,1.1957385301961616,0.8892070876324081,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34590>,True,SUCCESS,462.87785127368477,303.8888791556065,159.6796388751398,10.110527677168912,499999.98942957824,59700.384560964834,140.0003391984501,3519.6218417070518
-10.345551432943848,9936.150881899313,15884.646969267427,1.1071523546590247,1.1106236666553084,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34830>,True,SUCCESS,307.92802909889326,179.56195413421705,129.06174597223273,7.806088388540089,499999.646547862,60023.07658950834,145.05974840705903,3514.9695989387183
-10.802882491122217,9991.436762511052,16418.684434266703,0.8914183422689608,0.8726456736465894,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34980>,True,SUCCESS,574.4688972047668,390.3568081254827,185.85669669457485,9.659857147045466,500000.4952756085,59739.3339729839,120.77976050202142,3537.3172641244887
-11.011184182113144,10012.811860866475,16037.365835901157,1.0982571676731538,1.037911141941035,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC349F0>,True,SUCCESS,,,,9.709875862469078,500000.10346946697,59906.521987866625,128.93879759677793,3529.6557629714175
-10.98001694448975,9968.617350175798,15990.79266132211,0.9809073046877057,0.9316731536480807,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC34E50>,True,SUCCESS,479.15970118870075,313.7680667109566,165.669097062179,9.124776480547453,499999.5828601168,59853.48366712089,132.9240023034422,3525.9942562065467
-10.511626374869529,10015.160425036403,16001.68009544807,1.0712763499765354,0.8631202286579531,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC36200>,True,SUCCESS,486.71981650976767,323.67591189265363,164.2793336887512,9.806109318191812,462931.4530133203,60025.31704463827,140.43438937162819,3503.4137442034544
-10.91983699749948,10025.189390618547,15823.607708131316,1.0741241202405607,0.8297150198106997,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2AC36350>,True,SUCCESS,548.1700431072883,374.41009356719707,175.13962256821813,10.172332367206733,499999.80740852316,59606.90699987101,139.46417013773862,3520.3048851337053
